comp,func,coef,pvals
COVID+/PCR-,PI3K,1.078411427614443,0.04419350408275646
COVID+/PCR+,MAPK,-1.6403070182848025,8.794525343411543e-4
COVID+/PCR+,PI3K,1.5426647744467594,0.0017309306475865698
COVID+/PCR+,VEGF,1.5178166709866696,0.0020458391806097123
COVID+/PCR+,Trail,-1.4157288973834503,0.003976351216571584
COVID+/PCR+,p53,-1.279455953112882,0.009128720580559881
COVID+/PCR+,TGFb,-1.0326372736299798,0.03487604976080932
Diff,JAK-STAT,1.7995193635951932,8.644517522101297e-4
Diff,Hypoxia,-1.3312113509793462,0.013207128376214544
Diff,Trail,-1.1808367521499123,0.027707641870373445
Diff,MAPK,-1.1173548821777977,0.03713947334410456
